id,name,city,dept,score
795,S02466,Mumbai,ME,80
758,S02467,Jaipur,CE,93
721,S02468,Noida,CSE,55
684,S02469,Indore,EEE,68
647,S02470,Bhopal,ME,81
610,S02471,Nagpur,CE,94
573,S02472,Delhi,CSE,56
536,S02473,Pune,EEE,69
499,S02474,Mumbai,ME,82
462,S02475,Jaipur,CE,95
425,S02476,Noida,CSE,57
388,S02477,Indore,EEE,70
351,S02478,Bhopal,ME,83
314,S02479,Nagpur,CE,96
277,S02480,Delhi,CSE,58
240,S02481,Pune,EEE,71
203,S02482,Mumbai,ME,84
166,S02483,Jaipur,CE,97
129,S02484,Noida,CSE,59
92,S02485,Indore,EEE,72
55,S02486,Bhopal,ME,85
18,S02487,Nagpur,CE,98
19981,S02488,Delhi,CSE,60
19944,S02489,Pune,EEE,73
19907,S02490,Mumbai,ME,86
19870,S02491,Jaipur,CE,99
19833,S02492,Noida,CSE,61
19796,S02493,Indore,EEE,74
19759,S02494,Bhopal,ME,87
19722,S02495,Nagpur,CE,100
19685,S02496,Delhi,CSE,62
19648,S02497,Pune,EEE,75
19611,S02498,Mumbai,ME,88
19574,S02499,Jaipur,CE,50
19537,S02500,Noida,CSE,63
19500,S02501,Indore,EEE,76
19463,S02502,Bhopal,ME,89
19426,S02503,Nagpur,CE,51
19389,S02504,Delhi,CSE,64
19352,S02505,Pune,EEE,77
19315,S02506,Mumbai,ME,90
19278,S02507,Jaipur,CE,52
19241,S02508,Noida,CSE,65
19204,S02509,Indore,EEE,78
19167,S02510,Bhopal,ME,91
19130,S02511,Nagpur,CE,53
19093,S02512,Delhi,CSE,66
19056,S02513,Pune,EEE,79
19019,S02514,Mumbai,ME,92
18982,S02515,Jaipur,CE,54
18945,S02516,Noida,CSE,67
18908,S02517,Indore,EEE,80
18871,S02518,Bhopal,ME,93
18834,S02519,Nagpur,CE,55
18797,S02520,Delhi,CSE,68
18760,S02521,Pune,EEE,81
18723,S02522,Mumbai,ME,94
18686,S02523,Jaipur,CE,56
18649,S02524,Noida,CSE,69
18612,S02525,Indore,EEE,82
18575,S02526,Bhopal,ME,95
18538,S02527,Nagpur,CE,57
18501,S02528,Delhi,CSE,70
18464,S02529,Pune,EEE,83
18427,S02530,Mumbai,ME,96
18390,S02531,Jaipur,CE,58
18353,S02532,Noida,CSE,71
18316,S02533,Indore,EEE,84
18279,S02534,Bhopal,ME,97
18242,S02535,Nagpur,CE,59
18205,S02536,Delhi,CSE,72
18168,S02537,Pune,EEE,85
18131,S02538,Mumbai,ME,98
18094,S02539,Jaipur,CE,60
18057,S02540,Noida,CSE,73
18020,S02541,Indore,EEE,86
17983,S02542,Bhopal,ME,99
17946,S02543,Nagpur,CE,61
17909,S02544,Delhi,CSE,74
17872,S02545,Pune,EEE,87
17835,S02546,Mumbai,ME,100
17798,S02547,Jaipur,CE,62
17761,S02548,Noida,CSE,75
17724,S02549,Indore,EEE,88
17687,S02550,Bhopal,ME,50
17650,S02551,Nagpur,CE,63
17613,S02552,Delhi,CSE,76
17576,S02553,Pune,EEE,89
17539,S02554,Mumbai,ME,51
17502,S02555,Jaipur,CE,64
17465,S02556,Noida,CSE,77
17428,S02557,Indore,EEE,90
17391,S02558,Bhopal,ME,52
17354,S02559,Nagpur,CE,65
17317,S02560,Delhi,CSE,78
17280,S02561,Pune,EEE,91
17243,S02562,Mumbai,ME,53
17206,S02563,Jaipur,CE,66
17169,S02564,Noida,CSE,79
17132,S02565,Indore,EEE,92
17095,S02566,Bhopal,ME,54
17058,S02567,Nagpur,CE,67
17021,S02568,Delhi,CSE,80
16984,S02569,Pune,EEE,93
16947,S02570,Mumbai,ME,55
16910,S02571,Jaipur,CE,68
16873,S02572,Noida,CSE,81
16836,S02573,Indore,EEE,94
16799,S02574,Bhopal,ME,56
16762,S02575,Nagpur,CE,69
16725,S02576,Delhi,CSE,82
16688,S02577,Pune,EEE,95
16651,S02578,Mumbai,ME,57
16614,S02579,Jaipur,CE,70
16577,S02580,Noida,CSE,83
16540,S02581,Indore,EEE,96
16503,S02582,Bhopal,ME,58
16466,S02583,Nagpur,CE,71
16429,S02584,Delhi,CSE,84
16392,S02585,Pune,EEE,97
16355,S02586,Mumbai,ME,59
16318,S02587,Jaipur,CE,72
16281,S02588,Noida,CSE,85
16244,S02589,Indore,EEE,98
16207,S02590,Bhopal,ME,60
16170,S02591,Nagpur,CE,73
16133,S02592,Delhi,CSE,86
16096,S02593,Pune,EEE,99
16059,S02594,Mumbai,ME,61
16022,S02595,Jaipur,CE,74
15985,S02596,Noida,CSE,87
15948,S02597,Indore,EEE,100
15911,S02598,Bhopal,ME,62
15874,S02599,Nagpur,CE,75
15837,S02600,Delhi,CSE,88
15800,S02601,Pune,EEE,50
15763,S02602,Mumbai,ME,63
15726,S02603,Jaipur,CE,76
15689,S02604,Noida,CSE,89
15652,S02605,Indore,EEE,51
15615,S02606,Bhopal,ME,64
15578,S02607,Nagpur,CE,77
15541,S02608,Delhi,CSE,90
15504,S02609,Pune,EEE,52
15467,S02610,Mumbai,ME,65
15430,S02611,Jaipur,CE,78
15393,S02612,Noida,CSE,91
15356,S02613,Indore,EEE,53
15319,S02614,Bhopal,ME,66
15282,S02615,Nagpur,CE,79
15245,S02616,Delhi,CSE,92
15208,S02617,Pune,EEE,54
15171,S02618,Mumbai,ME,67
15134,S02619,Jaipur,CE,80
15097,S02620,Noida,CSE,93
15060,S02621,Indore,EEE,55
15023,S02622,Bhopal,ME,68
14986,S02623,Nagpur,CE,81
14949,S02624,Delhi,CSE,94
14912,S02625,Pune,EEE,56
14875,S02626,Mumbai,ME,69
14838,S02627,Jaipur,CE,82
14801,S02628,Noida,CSE,95
14764,S02629,Indore,EEE,57
14727,S02630,Bhopal,ME,70
14690,S02631,Nagpur,CE,83
14653,S02632,Delhi,CSE,96
14616,S02633,Pune,EEE,58
14579,S02634,Mumbai,ME,71
14542,S02635,Jaipur,CE,84
14505,S02636,Noida,CSE,97
14468,S02637,Indore,EEE,59
14431,S02638,Bhopal,ME,72
14394,S02639,Nagpur,CE,85
14357,S02640,Delhi,CSE,98
14320,S02641,Pune,EEE,60
14283,S02642,Mumbai,ME,73
14246,S02643,Jaipur,CE,86
14209,S02644,Noida,CSE,99
14172,S02645,Indore,EEE,61
14135,S02646,Bhopal,ME,74
14098,S02647,Nagpur,CE,87
14061,S02648,Delhi,CSE,100
14024,S02649,Pune,EEE,62
13987,S02650,Mumbai,ME,75
13950,S02651,Jaipur,CE,88
13913,S02652,Noida,CSE,50
13876,S02653,Indore,EEE,63
13839,S02654,Bhopal,ME,76
13802,S02655,Nagpur,CE,89
13765,S02656,Delhi,CSE,51
13728,S02657,Pune,EEE,64
13691,S02658,Mumbai,ME,77
13654,S02659,Jaipur,CE,90
13617,S02660,Noida,CSE,52
13580,S02661,Indore,EEE,65
13543,S02662,Bhopal,ME,78
13506,S02663,Nagpur,CE,91
13469,S02664,Delhi,CSE,53
13432,S02665,Pune,EEE,66
13395,S02666,Mumbai,ME,79
13358,S02667,Jaipur,CE,92
13321,S02668,Noida,CSE,54
13284,S02669,Indore,EEE,67
13247,S02670,Bhopal,ME,80
13210,S02671,Nagpur,CE,93
13173,S02672,Delhi,CSE,55
13136,S02673,Pune,EEE,68
13099,S02674,Mumbai,ME,81
13062,S02675,Jaipur,CE,94
13025,S02676,Noida,CSE,56
12988,S02677,Indore,EEE,69
12951,S02678,Bhopal,ME,82
12914,S02679,Nagpur,CE,95
12877,S02680,Delhi,CSE,57
12840,S02681,Pune,EEE,70
12803,S02682,Mumbai,ME,83
12766,S02683,Jaipur,CE,96
12729,S02684,Noida,CSE,58
12692,S02685,Indore,EEE,71
12655,S02686,Bhopal,ME,84
12618,S02687,Nagpur,CE,97
12581,S02688,Delhi,CSE,59
12544,S02689,Pune,EEE,72
12507,S02690,Mumbai,ME,85
12470,S02691,Jaipur,CE,98
12433,S02692,Noida,CSE,60
12396,S02693,Indore,EEE,73
12359,S02694,Bhopal,ME,86
12322,S02695,Nagpur,CE,99
12285,S02696,Delhi,CSE,61
12248,S02697,Pune,EEE,74
12211,S02698,Mumbai,ME,87
12174,S02699,Jaipur,CE,100
12137,S02700,Noida,CSE,62
12100,S02701,Indore,EEE,75
12063,S02702,Bhopal,ME,88
12026,S02703,Nagpur,CE,50
11989,S02704,Delhi,CSE,63
11952,S02705,Pune,EEE,76
11915,S02706,Mumbai,ME,89
11878,S02707,Jaipur,CE,51
11841,S02708,Noida,CSE,64
11804,S02709,Indore,EEE,77
11767,S02710,Bhopal,ME,90
11730,S02711,Nagpur,CE,52
11693,S02712,Delhi,CSE,65
11656,S02713,Pune,EEE,78
11619,S02714,Mumbai,ME,91
11582,S02715,Jaipur,CE,53
11545,S02716,Noida,CSE,66
11508,S02717,Indore,EEE,79
11471,S02718,Bhopal,ME,92
11434,S02719,Nagpur,CE,54
11397,S02720,Delhi,CSE,67
11360,S02721,Pune,EEE,80
11323,S02722,Mumbai,ME,93
11286,S02723,Jaipur,CE,55
11249,S02724,Noida,CSE,68
11212,S02725,Indore,EEE,81
11175,S02726,Bhopal,ME,94
11138,S02727,Nagpur,CE,56
11101,S02728,Delhi,CSE,69
11064,S02729,Pune,EEE,82
11027,S02730,Mumbai,ME,95
10990,S02731,Jaipur,CE,57
10953,S02732,Noida,CSE,70
10916,S02733,Indore,EEE,83
10879,S02734,Bhopal,ME,96
10842,S02735,Nagpur,CE,58
10805,S02736,Delhi,CSE,71
10768,S02737,Pune,EEE,84
10731,S02738,Mumbai,ME,97
10694,S02739,Jaipur,CE,59
10657,S02740,Noida,CSE,72
10620,S02741,Indore,EEE,85
10583,S02742,Bhopal,ME,98
10546,S02743,Nagpur,CE,60
10509,S02744,Delhi,CSE,73
10472,S02745,Pune,EEE,86
10435,S02746,Mumbai,ME,99
10398,S02747,Jaipur,CE,61
10361,S02748,Noida,CSE,74
10324,S02749,Indore,EEE,87
10287,S02750,Bhopal,ME,100
10250,S02751,Nagpur,CE,62
10213,S02752,Delhi,CSE,75
10176,S02753,Pune,EEE,88
10139,S02754,Mumbai,ME,50
10102,S02755,Jaipur,CE,63
10065,S02756,Noida,CSE,76
10028,S02757,Indore,EEE,89
9991,S02758,Bhopal,ME,51
9954,S02759,Nagpur,CE,64
9917,S02760,Delhi,CSE,77
9880,S02761,Pune,EEE,90
9843,S02762,Mumbai,ME,52
9806,S02763,Jaipur,CE,65
9769,S02764,Noida,CSE,78
9732,S02765,Indore,EEE,91
9695,S02766,Bhopal,ME,53
9658,S02767,Nagpur,CE,66
9621,S02768,Delhi,CSE,79
9584,S02769,Pune,EEE,92
9547,S02770,Mumbai,ME,54
9510,S02771,Jaipur,CE,67
9473,S02772,Noida,CSE,80
9436,S02773,Indore,EEE,93
9399,S02774,Bhopal,ME,55
9362,S02775,Nagpur,CE,68
9325,S02776,Delhi,CSE,81
9288,S02777,Pune,EEE,94
9251,S02778,Mumbai,ME,56
9214,S02779,Jaipur,CE,69
9177,S02780,Noida,CSE,82
9140,S02781,Indore,EEE,95
9103,S02782,Bhopal,ME,57
9066,S02783,Nagpur,CE,70
9029,S02784,Delhi,CSE,83
8992,S02785,Pune,EEE,96
8955,S02786,Mumbai,ME,58
8918,S02787,Jaipur,CE,71
8881,S02788,Noida,CSE,84
8844,S02789,Indore,EEE,97
8807,S02790,Bhopal,ME,59
8770,S02791,Nagpur,CE,72
8733,S02792,Delhi,CSE,85
8696,S02793,Pune,EEE,98
8659,S02794,Mumbai,ME,60
8622,S02795,Jaipur,CE,73
8585,S02796,Noida,CSE,86
8548,S02797,Indore,EEE,99
8511,S02798,Bhopal,ME,61
8474,S02799,Nagpur,CE,74
8437,S02800,Delhi,CSE,87
8400,S02801,Pune,EEE,100
8363,S02802,Mumbai,ME,62
8326,S02803,Jaipur,CE,75
8289,S02804,Noida,CSE,88
8252,S02805,Indore,EEE,50
8215,S02806,Bhopal,ME,63
8178,S02807,Nagpur,CE,76
8141,S02808,Delhi,CSE,89
8104,S02809,Pune,EEE,51
8067,S02810,Mumbai,ME,64
8030,S02811,Jaipur,CE,77
7993,S02812,Noida,CSE,90
7956,S02813,Indore,EEE,52
7919,S02814,Bhopal,ME,65
7882,S02815,Nagpur,CE,78
7845,S02816,Delhi,CSE,91
7808,S02817,Pune,EEE,53
7771,S02818,Mumbai,ME,66
7734,S02819,Jaipur,CE,79
7697,S02820,Noida,CSE,92
7660,S02821,Indore,EEE,54
7623,S02822,Bhopal,ME,67
7586,S02823,Nagpur,CE,80
7549,S02824,Delhi,CSE,93
7512,S02825,Pune,EEE,55
7475,S02826,Mumbai,ME,68
7438,S02827,Jaipur,CE,81
7401,S02828,Noida,CSE,94
7364,S02829,Indore,EEE,56
7327,S02830,Bhopal,ME,69
7290,S02831,Nagpur,CE,82
7253,S02832,Delhi,CSE,95
7216,S02833,Pune,EEE,57
7179,S02834,Mumbai,ME,70
7142,S02835,Jaipur,CE,83
7105,S02836,Noida,CSE,96
7068,S02837,Indore,EEE,58
7031,S02838,Bhopal,ME,71
6994,S02839,Nagpur,CE,84
6957,S02840,Delhi,CSE,97
6920,S02841,Pune,EEE,59
6883,S02842,Mumbai,ME,72
6846,S02843,Jaipur,CE,85
6809,S02844,Noida,CSE,98
6772,S02845,Indore,EEE,60
6735,S02846,Bhopal,ME,73
6698,S02847,Nagpur,CE,86
6661,S02848,Delhi,CSE,99
6624,S02849,Pune,EEE,61
6587,S02850,Mumbai,ME,74
6550,S02851,Jaipur,CE,87
6513,S02852,Noida,CSE,100
6476,S02853,Indore,EEE,62
6439,S02854,Bhopal,ME,75
6402,S02855,Nagpur,CE,88
6365,S02856,Delhi,CSE,50
6328,S02857,Pune,EEE,63
6291,S02858,Mumbai,ME,76
6254,S02859,Jaipur,CE,89
6217,S02860,Noida,CSE,51
6180,S02861,Indore,EEE,64
6143,S02862,Bhopal,ME,77
6106,S02863,Nagpur,CE,90
6069,S02864,Delhi,CSE,52
6032,S02865,Pune,EEE,65
5995,S02866,Mumbai,ME,78
5958,S02867,Jaipur,CE,91
5921,S02868,Noida,CSE,53
5884,S02869,Indore,EEE,66
5847,S02870,Bhopal,ME,79
5810,S02871,Nagpur,CE,92
5773,S02872,Delhi,CSE,54
5736,S02873,Pune,EEE,67
5699,S02874,Mumbai,ME,80
5662,S02875,Jaipur,CE,93
5625,S02876,Noida,CSE,55
5588,S02877,Indore,EEE,68
5551,S02878,Bhopal,ME,81
5514,S02879,Nagpur,CE,94
5477,S02880,Delhi,CSE,56
5440,S02881,Pune,EEE,69
5403,S02882,Mumbai,ME,82
5366,S02883,Jaipur,CE,95
5329,S02884,Noida,CSE,57
5292,S02885,Indore,EEE,70
5255,S02886,Bhopal,ME,83
5218,S02887,Nagpur,CE,96
5181,S02888,Delhi,CSE,58
5144,S02889,Pune,EEE,71
5107,S02890,Mumbai,ME,84
5070,S02891,Jaipur,CE,97
5033,S02892,Noida,CSE,59
4996,S02893,Indore,EEE,72
4959,S02894,Bhopal,ME,85
4922,S02895,Nagpur,CE,98
4885,S02896,Delhi,CSE,60
4848,S02897,Pune,EEE,73
4811,S02898,Mumbai,ME,86
4774,S02899,Jaipur,CE,99
4737,S02900,Noida,CSE,61
4700,S02901,Indore,EEE,74
4663,S02902,Bhopal,ME,87
4626,S02903,Nagpur,CE,100
4589,S02904,Delhi,CSE,62
4552,S02905,Pune,EEE,75
4515,S02906,Mumbai,ME,88
4478,S02907,Jaipur,CE,50
4441,S02908,Noida,CSE,63
4404,S02909,Indore,EEE,76
4367,S02910,Bhopal,ME,89
4330,S02911,Nagpur,CE,51
4293,S02912,Delhi,CSE,64
4256,S02913,Pune,EEE,77
4219,S02914,Mumbai,ME,90
4182,S02915,Jaipur,CE,52
4145,S02916,Noida,CSE,65
4108,S02917,Indore,EEE,78
4071,S02918,Bhopal,ME,91
4034,S02919,Nagpur,CE,53
3997,S02920,Delhi,CSE,66
3960,S02921,Pune,EEE,79
3923,S02922,Mumbai,ME,92
3886,S02923,Jaipur,CE,54
3849,S02924,Noida,CSE,67
3812,S02925,Indore,EEE,80
3775,S02926,Bhopal,ME,93
3738,S02927,Nagpur,CE,55
3701,S02928,Delhi,CSE,68
3664,S02929,Pune,EEE,81
3627,S02930,Mumbai,ME,94
3590,S02931,Jaipur,CE,56
3553,S02932,Noida,CSE,69
3516,S02933,Indore,EEE,82
3479,S02934,Bhopal,ME,95
3442,S02935,Nagpur,CE,57
3405,S02936,Delhi,CSE,70
3368,S02937,Pune,EEE,83
3331,S02938,Mumbai,ME,96
3294,S02939,Jaipur,CE,58
3257,S02940,Noida,CSE,71
3220,S02941,Indore,EEE,84
3183,S02942,Bhopal,ME,97
3146,S02943,Nagpur,CE,59
3109,S02944,Delhi,CSE,72
3072,S02945,Pune,EEE,85
3035,S02946,Mumbai,ME,98
2998,S02947,Jaipur,CE,60
2961,S02948,Noida,CSE,73
2924,S02949,Indore,EEE,86
2887,S02950,Bhopal,ME,99
2850,S02951,Nagpur,CE,61
2813,S02952,Delhi,CSE,74
2776,S02953,Pune,EEE,87
2739,S02954,Mumbai,ME,100
2702,S02955,Jaipur,CE,62
2665,S02956,Noida,CSE,75
2628,S02957,Indore,EEE,88
2591,S02958,Bhopal,ME,50
2554,S02959,Nagpur,CE,63
2517,S02960,Delhi,CSE,76
2480,S02961,Pune,EEE,89
2443,S02962,Mumbai,ME,51
2406,S02963,Jaipur,CE,64
2369,S02964,Noida,CSE,77
2332,S02965,Indore,EEE,90
2295,S02966,Bhopal,ME,52
2258,S02967,Nagpur,CE,65
2221,S02968,Delhi,CSE,78
2184,S02969,Pune,EEE,91
2147,S02970,Mumbai,ME,53
2110,S02971,Jaipur,CE,66
2073,S02972,Noida,CSE,79
2036,S02973,Indore,EEE,92
1999,S02974,Bhopal,ME,54
1962,S02975,Nagpur,CE,67
1925,S02976,Delhi,CSE,80
1888,S02977,Pune,EEE,93
1851,S02978,Mumbai,ME,55
1814,S02979,Jaipur,CE,68
1777,S02980,Noida,CSE,81
1740,S02981,Indore,EEE,94
1703,S02982,Bhopal,ME,56
1666,S02983,Nagpur,CE,69
1629,S02984,Delhi,CSE,82
1592,S02985,Pune,EEE,95
1555,S02986,Mumbai,ME,57
1518,S02987,Jaipur,CE,70
1481,S02988,Noida,CSE,83
1444,S02989,Indore,EEE,96
1407,S02990,Bhopal,ME,58
1370,S02991,Nagpur,CE,71
1333,S02992,Delhi,CSE,84
1296,S02993,Pune,EEE,97
1259,S02994,Mumbai,ME,59
1222,S02995,Jaipur,CE,72
1185,S02996,Noida,CSE,85
1148,S02997,Indore,EEE,98
1111,S02998,Bhopal,ME,60
1074,S02999,Nagpur,CE,73
1037,S03000,Delhi,CSE,86
1000,S03001,Pune,EEE,99
963,S03002,Mumbai,ME,61
926,S03003,Jaipur,CE,74
889,S03004,Noida,CSE,87
852,S03005,Indore,EEE,100
815,S03006,Bhopal,ME,62
778,S03007,Nagpur,CE,75
741,S03008,Delhi,CSE,88
704,S03009,Pune,EEE,50
667,S03010,Mumbai,ME,63
630,S03011,Jaipur,CE,76
593,S03012,Noida,CSE,89
556,S03013,Indore,EEE,51
519,S03014,Bhopal,ME,64
482,S03015,Nagpur,CE,77
445,S03016,Delhi,CSE,90
408,S03017,Pune,EEE,52
371,S03018,Mumbai,ME,65
334,S03019,Jaipur,CE,78
297,S03020,Noida,CSE,91
260,S03021,Indore,EEE,53
223,S03022,Bhopal,ME,66
186,S03023,Nagpur,CE,79
149,S03024,Delhi,CSE,92
112,S03025,Pune,EEE,54
75,S03026,Mumbai,ME,67
38,S03027,Jaipur,CE,80
1,S03028,Noida,CSE,93
19964,S03029,Indore,EEE,55
19927,S03030,Bhopal,ME,68
19890,S03031,Nagpur,CE,81
19853,S03032,Delhi,CSE,94
19816,S03033,Pune,EEE,56
19779,S03034,Mumbai,ME,69
19742,S03035,Jaipur,CE,82
19705,S03036,Noida,CSE,95
19668,S03037,Indore,EEE,57
19631,S03038,Bhopal,ME,70
19594,S03039,Nagpur,CE,83
19557,S03040,Delhi,CSE,96
19520,S03041,Pune,EEE,58
19483,S03042,Mumbai,ME,71
19446,S03043,Jaipur,CE,84
19409,S03044,Noida,CSE,97
19372,S03045,Indore,EEE,59
19335,S03046,Bhopal,ME,72
19298,S03047,Nagpur,CE,85
19261,S03048,Delhi,CSE,98
19224,S03049,Pune,EEE,60
19187,S03050,Mumbai,ME,73
19150,S03051,Jaipur,CE,86
19113,S03052,Noida,CSE,99
19076,S03053,Indore,EEE,61
19039,S03054,Bhopal,ME,74
19002,S03055,Nagpur,CE,87
18965,S03056,Delhi,CSE,100
18928,S03057,Pune,EEE,62
18891,S03058,Mumbai,ME,75
18854,S03059,Jaipur,CE,88
18817,S03060,Noida,CSE,50
18780,S03061,Indore,EEE,63
18743,S03062,Bhopal,ME,76
18706,S03063,Nagpur,CE,89
18669,S03064,Delhi,CSE,51
18632,S03065,Pune,EEE,64
18595,S03066,Mumbai,ME,77
18558,S03067,Jaipur,CE,90
18521,S03068,Noida,CSE,52
18484,S03069,Indore,EEE,65
18447,S03070,Bhopal,ME,78
18410,S03071,Nagpur,CE,91
18373,S03072,Delhi,CSE,53
18336,S03073,Pune,EEE,66
18299,S03074,Mumbai,ME,79
18262,S03075,Jaipur,CE,92
18225,S03076,Noida,CSE,54
18188,S03077,Indore,EEE,67
18151,S03078,Bhopal,ME,80
18114,S03079,Nagpur,CE,93
18077,S03080,Delhi,CSE,55
18040,S03081,Pune,EEE,68
18003,S03082,Mumbai,ME,81
17966,S03083,Jaipur,CE,94
17929,S03084,Noida,CSE,56
17892,S03085,Indore,EEE,69
17855,S03086,Bhopal,ME,82
17818,S03087,Nagpur,CE,95
17781,S03088,Delhi,CSE,57
17744,S03089,Pune,EEE,70
17707,S03090,Mumbai,ME,83
17670,S03091,Jaipur,CE,96
17633,S03092,Noida,CSE,58
17596,S03093,Indore,EEE,71
17559,S03094,Bhopal,ME,84
17522,S03095,Nagpur,CE,97
17485,S03096,Delhi,CSE,59
17448,S03097,Pune,EEE,72
17411,S03098,Mumbai,ME,85
17374,S03099,Jaipur,CE,98
17337,S03100,Noida,CSE,60
17300,S03101,Indore,EEE,73
17263,S03102,Bhopal,ME,86
17226,S03103,Nagpur,CE,99
17189,S03104,Delhi,CSE,61
17152,S03105,Pune,EEE,74
17115,S03106,Mumbai,ME,87
17078,S03107,Jaipur,CE,100
17041,S03108,Noida,CSE,62
17004,S03109,Indore,EEE,75
16967,S03110,Bhopal,ME,88
16930,S03111,Nagpur,CE,50
16893,S03112,Delhi,CSE,63
16856,S03113,Pune,EEE,76
16819,S03114,Mumbai,ME,89
16782,S03115,Jaipur,CE,51
16745,S03116,Noida,CSE,64
16708,S03117,Indore,EEE,77
16671,S03118,Bhopal,ME,90
16634,S03119,Nagpur,CE,52
16597,S03120,Delhi,CSE,65
16560,S03121,Pune,EEE,78
16523,S03122,Mumbai,ME,91
16486,S03123,Jaipur,CE,53
16449,S03124,Noida,CSE,66
16412,S03125,Indore,EEE,79
16375,S03126,Bhopal,ME,92
16338,S03127,Nagpur,CE,54
16301,S03128,Delhi,CSE,67
16264,S03129,Pune,EEE,80
16227,S03130,Mumbai,ME,93
16190,S03131,Jaipur,CE,55
16153,S03132,Noida,CSE,68
16116,S03133,Indore,EEE,81
16079,S03134,Bhopal,ME,94
16042,S03135,Nagpur,CE,56
16005,S03136,Delhi,CSE,69
15968,S03137,Pune,EEE,82
15931,S03138,Mumbai,ME,95
15894,S03139,Jaipur,CE,57
15857,S03140,Noida,CSE,70
15820,S03141,Indore,EEE,83
15783,S03142,Bhopal,ME,96
15746,S03143,Nagpur,CE,58
15709,S03144,Delhi,CSE,71
15672,S03145,Pune,EEE,84
15635,S03146,Mumbai,ME,97
15598,S03147,Jaipur,CE,59
15561,S03148,Noida,CSE,72
15524,S03149,Indore,EEE,85
15487,S03150,Bhopal,ME,98
15450,S03151,Nagpur,CE,60
15413,S03152,Delhi,CSE,73
15376,S03153,Pune,EEE,86
15339,S03154,Mumbai,ME,99
15302,S03155,Jaipur,CE,61
15265,S03156,Noida,CSE,74
15228,S03157,Indore,EEE,87
15191,S03158,Bhopal,ME,100
15154,S03159,Nagpur,CE,62
15117,S03160,Delhi,CSE,75
15080,S03161,Pune,EEE,88
15043,S03162,Mumbai,ME,50
15006,S03163,Jaipur,CE,63
14969,S03164,Noida,CSE,76
14932,S03165,Indore,EEE,89
14895,S03166,Bhopal,ME,51
14858,S03167,Nagpur,CE,64
14821,S03168,Delhi,CSE,77
14784,S03169,Pune,EEE,90
14747,S03170,Mumbai,ME,52
14710,S03171,Jaipur,CE,65
14673,S03172,Noida,CSE,78
14636,S03173,Indore,EEE,91
14599,S03174,Bhopal,ME,53
14562,S03175,Nagpur,CE,66
14525,S03176,Delhi,CSE,79
14488,S03177,Pune,EEE,92
14451,S03178,Mumbai,ME,54
14414,S03179,Jaipur,CE,67
14377,S03180,Noida,CSE,80
14340,S03181,Indore,EEE,93
14303,S03182,Bhopal,ME,55
14266,S03183,Nagpur,CE,68
14229,S03184,Delhi,CSE,81
14192,S03185,Pune,EEE,94
14155,S03186,Mumbai,ME,56
14118,S03187,Jaipur,CE,69
14081,S03188,Noida,CSE,82
14044,S03189,Indore,EEE,95
14007,S03190,Bhopal,ME,57
13970,S03191,Nagpur,CE,70
13933,S03192,Delhi,CSE,83
13896,S03193,Pune,EEE,96
13859,S03194,Mumbai,ME,58
13822,S03195,Jaipur,CE,71
13785,S03196,Noida,CSE,84
13748,S03197,Indore,EEE,97
13711,S03198,Bhopal,ME,59
13674,S03199,Nagpur,CE,72
13637,S03200,Delhi,CSE,85
13600,S03201,Pune,EEE,98
13563,S03202,Mumbai,ME,60
13526,S03203,Jaipur,CE,73
13489,S03204,Noida,CSE,86
13452,S03205,Indore,EEE,99
13415,S03206,Bhopal,ME,61
13378,S03207,Nagpur,CE,74
13341,S03208,Delhi,CSE,87
13304,S03209,Pune,EEE,100
13267,S03210,Mumbai,ME,62
13230,S03211,Jaipur,CE,75
13193,S03212,Noida,CSE,88
13156,S03213,Indore,EEE,50
13119,S03214,Bhopal,ME,63
13082,S03215,Nagpur,CE,76
13045,S03216,Delhi,CSE,89
13008,S03217,Pune,EEE,51
12971,S03218,Mumbai,ME,64
12934,S03219,Jaipur,CE,77
12897,S03220,Noida,CSE,90
12860,S03221,Indore,EEE,52
12823,S03222,Bhopal,ME,65
12786,S03223,Nagpur,CE,78
12749,S03224,Delhi,CSE,91
12712,S03225,Pune,EEE,53
12675,S03226,Mumbai,ME,66
12638,S03227,Jaipur,CE,79
12601,S03228,Noida,CSE,92
12564,S03229,Indore,EEE,54
12527,S03230,Bhopal,ME,67
12490,S03231,Nagpur,CE,80
12453,S03232,Delhi,CSE,93
12416,S03233,Pune,EEE,55
12379,S03234,Mumbai,ME,68
12342,S03235,Jaipur,CE,81
12305,S03236,Noida,CSE,94
12268,S03237,Indore,EEE,56
12231,S03238,Bhopal,ME,69
12194,S03239,Nagpur,CE,82
12157,S03240,Delhi,CSE,95
12120,S03241,Pune,EEE,57
12083,S03242,Mumbai,ME,70
12046,S03243,Jaipur,CE,83
12009,S03244,Noida,CSE,96
11972,S03245,Indore,EEE,58
11935,S03246,Bhopal,ME,71
11898,S03247,Nagpur,CE,84
11861,S03248,Delhi,CSE,97
11824,S03249,Pune,EEE,59
11787,S03250,Mumbai,ME,72
11750,S03251,Jaipur,CE,85
11713,S03252,Noida,CSE,98
11676,S03253,Indore,EEE,60
11639,S03254,Bhopal,ME,73
11602,S03255,Nagpur,CE,86
11565,S03256,Delhi,CSE,99
11528,S03257,Pune,EEE,61
11491,S03258,Mumbai,ME,74
11454,S03259,Jaipur,CE,87
11417,S03260,Noida,CSE,100
11380,S03261,Indore,EEE,62
